AgeGroup,BMI,ConversatiosPerDay,DisciplineScore,HappinessScore,HouseholdExpenseOnPresents,HouseholdExpenseOnSocialGames,HouseholdExpenseParkingTicketsPerYear,NrCousins,PCR_10,PCR_17,PCR_19,PCR_32,PCR_45,PCR_46,PCR_7,PCR_72,PCR_76,PCR_8,PCR_83,PCR_89,PCR_9,PCR_93,PCR_95,SocialActivitiesPerDay,SocialMediaPerDay,StepsPerYear,StudingPerDay,Virus,SpreadLevel,Risk
5,19.1,14,6,6,1342,246.65,41.65,5,0.136935207,-0.749180155,-4.501250772,0.474923592,-1.5249683,-0.681657065,0.158711673,0.580347629,-2.418360326,-2.956810918,-1.51940494,4.43949156,-2.514001503,-1.131883768,2.205907651,60.34,103.29,0.000277778,0.3,cold,medium,medium
3,17.63,11,5.754798762,4,1208.704198,0,709.59,3,1.068038175,-0.113131792,-3.575415008,-1.452753958,1.31338809,1.818235501,-0.499220622,1.383904346,-0.12294906,2.40830953,1.125013559,0.309421899,4.293133943,-1.270331049,4.50058436,31.08,70.84,0.000138889,7.2,cold,low,low
5,21.68861899,10,6,5,796.61,597,459.04,5,0.136935207,0.310045507,-2.794160728,0.564182221,-0.177803388,-0.679657774,-0.283490893,1.465800397,0.793334101,-4.383873444,-0.087659124,2.778551427,-1.115504204,0.962536062,-1.752362558,95.51,33.1,0.000277778,4.5,cold,low,high
8,16.73,11,7,5,1006.36,594.43,1121.79,8,1.057405953,-0.728810472,-2.368509637,4.898023337,1.743906141,2.841915039,-1.015157243,-0.102248757,2.548447371,4.204312804,1.719474024,-1.141667691,3.127162415,1.073395168,3.826264311,95.32,84.62,0.000486111,11.2,not_detected,low,high
4,20.91,4,6,3,0,384.05,1066.82,4,0.240044953,0.272786513,0.6149507,0.076047467,-0.694698833,-0.14502917,0.33171863,0.441433991,-1.398197616,0.242597352,-0.716842834,0.75135047,2.483034183,-0.817439525,2.205907651,91.23441303,216.1068643,0.000208333,10.7,cmv,low,medium
6,20.94,13,5,6,1207.48,284.22,1090.79,6,0.136935207,-0.134873777,-0.755082939,-1.069584959,2.373774787,1.450705453,1.31182293,0.242630342,3.066353132,1.66935403,2.307014719,0.51181951,2.843650407,1.051347919,2.90596629,64.32,180.16,0.000347222,5.943938462,cmv,medium,low
4,20.92,15,8,5.331109763,1461.77,670.41,15.41,4,0.167727994,-0.243501057,1.079635906,0.176133788,-0.493860932,-0.247094386,-1.326085801,-0.532413083,-0.735994716,1.165944006,-0.488131595,-0.086275112,1.739117473,-0.318526466,2.443678571,102.18,216.1068643,0.000208333,0.1,cmv,medium,high
7,21.46,13,5.754798762,5,1288.45,368.45,574.66,7,0.365664733,-0.304681228,-0.280262307,1.541396352,-1.478817472,2.841915039,0.355169972,0.838604553,-0.060942432,0.503360788,-1.283309869,2.020105697,3.668707598,1.227398447,3.827475181,71.81,150.79,0.000416667,5.6,cold,medium,medium
6,19.42,17,5,7,1764.91,302.74,63.01,6,0.311336012,0.734030111,1.068062843,0.244941976,-1.681131041,-0.422812156,-0.1195804,0.580347629,-3.254828732,-0.386666794,-1.724004369,0.866637616,3.074208183,-1.847128542,3.121052826,66.66,136.91,0.000347222,0.5,cmv,medium,medium
5,17.78,12.74115456,5,6,1694.14,275.91,225.76,5,0.825399151,0.272167696,-1.731393909,-0.429904129,1.478907861,0.624884828,-0.01978645,1.337185113,2.410142952,1.373945638,-0.505050826,-1.028576906,1829.561662,3.211894251,1.882699431,62.68,94.95,0.000277778,2.3,covid,medium,low
4,167.56,14,6,6,1360.63,525.46,510.71,4,1.124507476,0.243420026,1.81833062,-1.607050618,-0.274270207,2.841915039,0.495563245,-0.167469447,-4.011763762,4.185740647,-0.570961847,-2.465499493,2.69229191,-3.84427083,3.022792414,87.48,48.61,0.000208333,5.1,cold,low,medium
2,20.34,13,5,6,1253.33,427.74,785.57,2,1.429417908,1.037686389,-0.280262307,0.382063537,-1.372047149,-0.559942769,-0.188320345,1.219985186,-2.271450976,3.475377655,-1.374998265,-2.685064963,3.409794317,-1.115687494,3.446572141,77.8,216.1068643,6.94E-05,7.7,cold,medium,medium
4,21.68861899,9,6,4,1208.704198,690.25,606.76,4,1.086800099,1.829389046,0.87346447,-0.782107913,1.803545239,2.841915039,0.179510178,2.838705343,2.39429597,0.146317577,1.758194198,-0.263460811,14.79317226,0.864489261,2.205907651,104.55,135.4,0.000208333,6.1,flue,medium,high
2,19.77,16,4,7,1633.58,531.22,596.8871092,2,0.806837258,0.142955954,-2.841350067,-0.240349685,0.331580097,0.30991824,0.61219425,1.478282707,0.236122018,1.292395021,0.306258194,0.878245822,3.81024854,-0.048776254,3.690562106,88.86,126.26,6.94E-05,1.1,cold,medium,medium
5,19.9,13,7,5,1316.54,188.62,762.93,5,0.136935207,-0.014470515,0.829993792,1.165457128,-0.877528037,-1.444634624,0.886839247,0.13095069,0.493859986,4.190089598,-0.71740119,-0.324893209,5.984375098,1.267825998,6.607063267,54.22,6286.76,0.000277778,7.6,flue,medium,low
5,19.38,14,7,6,1341.09,356.89,596.8871092,5,0.091253812,0.122598979,-0.601436582,-0.214269418,0.217515165,0.270070475,-0.01978645,0.580347629,0.035275982,-2.956810918,0.190948407,0.233075341,0.255281968,-0.153752559,-0.016594984,91.23441303,216.1068643,0.000277778,3.8,cmv,medium,medium
4,22.14,15,5,6,1537.84,185.24,883.72,4,0.097327235,-0.932765225,-0.596932455,0.667704456,-0.113676684,-0.796663474,-1.275490626,-1.175863682,2.890890384,1.926163322,-0.002044818,-0.499139503,0.2779833,1.275781947,1.022034521,54.67,216.1068643,0.000208333,9,covid,high,low
4.701657459,17.89,17,4,7,1208.704198,112.53,1129.96,4.701657459,-2.067594305,-0.099934791,0.297709754,0.143689444,0.181756669,-0.15501817,-0.01978645,0.307189508,0.711534004,-2.956810918,0.21632384,7.687702448,1.477511864,0.565762792,2.205907651,45.76,106.55,0.00025706,11.3,not_detected,medium,low
4.701657459,21.3,12,5.754798762,5,1066.45,13.87,596.8871092,4.701657459,0.342664019,0.156274566,2.203471431,0.629020782,-2.152578259,-0.91340918,0.117615157,0.580347629,-3.501061354,1.590015453,-2.152000264,-0.821806411,1.534743074,-1.686688753,1.869823189,36.32,173.6,0.00025706,1.9,cmv,medium,low
6,21.68861899,8,4,4,543.66,336.04,48.07,6,-0.064182526,0.272167696,-0.847310245,-1.510720813,2.942246101,2.016332698,-0.01978645,0.580347629,3.409726408,-2.956810918,-0.505050826,0.975068089,1.066085607,0.905185285,1.359399505,69.24,135.55,0.000347222,0.6,cmv,low,low
5,23.43,16,5,7,1208.704198,450.79,149.63,5,-1.076394761,-0.21195016,-0.280262307,4.898023337,-1.290599194,-0.323573602,0.242629475,0.580347629,-2.500546026,-4.517353718,-0.505050826,5.584104771,2.679377868,-1.419891441,2.84825125,82.13,153.47,0.000277778,1.3,not_detected,high,medium
4,19.73,14,5,6,1395.37,139.92,0,4,0.912618508,0.478791837,-1.120510612,0.09651813,8.541812184,-0.113669541,-0.338114458,1.45122766,0.20908592,1.517461342,-0.505050826,0.145963364,4.121591964,0.210835891,4.22844211,48.89,120.42,0.000208333,1.3,flue,medium,low
2,19.67,10,6,4,831.85,158.75,1198.65,2,-0.68874269,0.108495687,-0.280262307,0.025494804,0.430695842,0.004227061,0.906559341,0.899387293,1.020367763,-3.460496795,0.457201805,2.319814388,-1.453619365,0.663054276,-2.160051654,51.36,142.38,6.94E-05,12,cold,medium,low
3,16.53,9,6,4,1208.704198,362.5,954.07,3,0.873320561,0.272167696,0.901895989,0.535163702,-0.395097844,2.841915039,-0.26185978,0.439984431,0.244395226,2.525817376,-0.321168056,-2.113881078,14.79317226,0.593258993,1.552844045,71.87,101.39,0.000138889,9.6,covid,low,medium
5,19.97,14,5,6,1402.16,400.0842112,57.67,5,0.136935207,1.714391775,1.113956507,0.131355218,-0.16125996,-0.167786488,0.679692617,2.68405435,-0.08426712,-1.733214044,-0.146400839,1.671060096,4.63797872,0.05483566,4.133788688,91.27,216.1068643,0.000277778,0.6,flue,medium,medium
4.701657459,19.92,12.74115456,8,7,1992.48,400.0842112,929.15,4.701657459,-0.591646024,-0.11842907,-1.569939973,-0.91268839,-0.048803241,1.072701711,-0.199468341,0.382109806,-2.038366209,-2.531596134,-0.211833589,1.898810347,-0.827722147,-2.032219371,-1.036048644,122.72,141.57,0.00025706,9.3,cold,high,high
4,186.96,10,6,4,786.81,397.31,796.65,4,-1.008900057,0.034526123,-0.619702368,0.520677334,-2.109712421,-0.782195695,-0.075875739,0.74060452,-3.633839912,-2.956810918,-2.12599948,5.145887503,2.417277036,-1.859214933,2.512824188,75.09,94.69,0.000208333,8,not_detected,low,medium
6,19.42,12,7,5,1085.96,826.83,481.76,6,-0.242388341,-1.293818325,-0.494731335,0.836899006,-0.90809924,2.841915039,-0.27730167,-1.57995354,-0.269108112,1.232785905,-807.326411,1.443121409,14.79317226,0.517886917,2.573276572,118.96,155.25,0.000347222,4.7,covid,medium,high
3,17.46,12,7,5,1119.13,400.0842112,596.8871092,3,0.202729492,1.111021747,0.492747602,-1.004273517,2.06797612,1.349311914,-1.503342042,1.742328773,2.518163915,-1.662994092,1.997068257,0.395227088,1.540220511,0.760003615,1.384587235,48.07,108.72,0.000138889,3.4,not_detected,low,low
3,21.68861899,15,5,6,1471.87,433.93,560.64,3,-0.403378947,0.272167696,-0.280262307,-0.038441486,-0.461309738,0.008606517,-0.431570377,0.730030587,-1.116426959,-2.139827466,-0.491658224,1.028751238,-2.018055223,-0.734135883,-2.474026511,91.23441303,108.63,0.000138889,5.6,cold,medium,medium
5,20.6,13,6,5.331109763,1207.04,688.63,596.8871092,5,-0.861398583,-0.611687101,-0.280262307,1.499224309,-1.516745317,-1.889246142,-0.08651852,-0.315951047,-0.235178325,-2.545667473,-1.330594722,1.961854018,-2.0879953,1.083121138,-2.226957449,104.56,216.1068643,0.000277778,3.8,cold,medium,high
3,20.13,21,7,5.331109763,2444.57,580.2,344.76,3,0.156198016,-0.408140147,0.990607061,-1.062712864,2582.7241,1.459239796,-0.01978645,-0.807829303,3.549761727,1.508676148,2.527856428,-0.273128032,1.377063999,1.361200706,2.071286134,93.25,166.82,0.000138889,3.4,cmv,high,high
3,19.64,14,7,6,1400.01,236.29,998.12,3,0.562088757,1.082409243,-0.280262307,1.755409602,-1.643278606,-2.201514006,-0.01978645,0.580347629,0.022294221,-0.9843698,-1.418536634,1.375713792,3.872077141,1.455520796,3.561131386,59.08,91.5,0.000138889,5.943938462,flue,medium,medium
3,19.94,15,5,6,1508.07,400.0842112,289.47,3,1.163840679,1.062802024,3.15770609,1.069524868,-0.922817512,-1.335081724,0.395248606,0.598899532,0.189489094,3.184750024,-0.781880094,-2.912874317,2.413272123,0.997508255,2.418512441,84.39,143.03,0.000138889,2.9,cold,medium,medium
3,21.68861899,12.74115456,6,6,1184.32,425.63,48.41,3,0.136935207,0.272167696,0.912540565,-0.1690042,8.541812184,0.264135386,-0.113555062,0.580347629,1.46820068,-2.956810918,0.825304141,22.79847575,2.712821205,0.78515919,3.202624845,77.72,121.64,0.000138889,0.6,not_detected,low,medium
5,19.61,12.74115456,4,5,875.44,453.04,667.18,5,0.319719918,-0.375764146,1.884554865,-1.370178729,2.873167114,2.841915039,-0.632472818,0.580347629,3.551730008,-2.956810918,-0.505050826,0.206875672,3.33605792,1.109957374,4.261666411,2423.5,129.33,0.000277778,6.8,cmv,medium,medium
3,21.68861899,13,8,6,1252.8,494,599.39,3,0.358047387,-0.106399824,-0.56657914,-607.7659013,1.797557128,0.860063819,0.351764255,0.180792392,2.749308266,1.137023713,1.782565361,0.267563304,1.957120774,1.231063496,2.205907651,91.23441303,114.09,0.000138889,5.9,cmv,medium,high
2,20.73,12.74115456,7,5,920.44,528.39,558.67,2,1.315209648,0.915477472,-0.280262307,-0.275283296,0.673007244,0.378316137,0.397320595,2.037035156,0.928461748,2.239612064,0.658998064,-0.75441443,4.408592231,0.35822753,4.184229508,87.72,179.3,6.94E-05,5.5,covid,medium,high
5,19.85,12,50,5,1118.63,411.77,608.23,5,0.006655963,0.703640542,2.938834148,0.88196557,-0.92010693,2.841915039,-0.01978645,0.580347629,-0.200811081,-0.387207928,-0.812021188,-0.52170806,0.305172319,0.597873666,0.264354913,76.99,127.09,0.000277778,5.9,cold,medium,medium
6,21.68861899,15,2,6,1588.42,193.31,374.99,6,0.136935207,-0.189461575,-0.780283436,-0.401275257,1.144033792,0.564445752,-0.202542888,0.20088007,1.719184157,2.516861749,1.131947314,-0.350544629,3.039582186,0.752369203,3.440912567,54.44,177.02,0.000347222,3.7,flue,high,low
3,20.53,9,2,4,712.03,741.6,428.03,3,0.136935207,-0.7383382,-2.414923435,-0.086325582,0.630551205,2.841915039,-0.034212623,0.580347629,1.232527914,1.308019592,0.647607473,1.201427748,2.459546969,0.70474329,2.205907651,91.23441303,124.97,0.000138889,5.943938462,cmv,medium,medium
7,22.48,13,5,6,1244.4,505.77,743.21,7,1.25094416,0.490507232,2.264907478,0.458271805,8.541812184,2.841915039,-0.120920697,0.076895255,2.890890384,4.262439397,-2.031990683,-2.920242253,2.853461779,-1.85241193,3.229671629,85.47,171.86,0.000416667,7.4,cold,high,medium
7,18.66,10,6,5.331109763,846.53,107.47,186.78,7,0.995545632,-0.882344484,-2.362904421,-0.614624309,-0.356758653,0.696586209,-0.01978645,-0.432056707,-2.09950204,4.478403356,-0.483107632,-0.925987961,14.79317226,-1.825930721,3.242810279,46.65,103.12,0.000416667,1.8,cmv,low,low
5,24.04,18,6,5.331109763,2006.25,153.64,818.07,5,-0.872588587,0.626449768,1.062760703,0.572318162,-0.097477137,-0.682857657,0.64452569,0.592372007,0.990781654,-4.065733259,-0.505050826,2.078712167,-1.265846465,1.093471047,-1.802050329,50.83,211.77,0.000277778,8.2,covid,high,low
3,18.46,13,5.754798762,6,1213.67,400.0842112,462.75,3,0.56048538,1.024184679,1.204396647,-0.279236469,0.053727878,0.333660402,-0.030278195,0.782993069,-0.469564683,0.912996718,0.007359408,-3.420468214,-2.401387903,-0.524798453,2.205907651,63.91,62.11,0.000138889,4.5,measles,medium,low
7,19.73,10,3,5.331109763,795.26,400.0842112,596.8871092,7,-0.063579866,-0.397027783,-3.191684341,0.344125063,-0.110536417,-0.414725824,0.101846731,0.806751094,2.890890384,-0.996831203,-0.05565917,2.846298085,2.623701156,0.584158731,2.700763752,86.53,131.15,0.000416667,5.943938462,cold,medium,medium
5,20.69,11,8,5,1018.36,492.94,962.96,5,0.136935207,-21.10665161,-0.280262307,1.550021854,-1.355346819,-1.936312254,-0.163014179,0.721028539,0.234356412,-3.17553511,-1.15200896,1.885921852,-1.734449772,1.420313383,-2.203358628,84.95,163.23,0.000277778,5.943938462,cold,medium,high
2,18.38,12.74115456,8,5.331109763,854.25,593.98,39.51,2,0.417755796,-0.226550382,-0.79680332,-0.171728339,-0.006879095,0.202019354,2.240322101,-0.089353342,-0.378362828,-2.956810918,-0.037436548,-0.117512432,1.219360217,-0.379122482,0.993294718,95.23,94.89,6.94E-05,0.5,covid,low,high
7,21.88,20,5,8,2172.11,278.12,756.14,7,0.488229278,0.553251658,0.574773107,4.898023337,0.817353958,1.027307224,0.128763541,0.997911073,0.110220097,-2.956810918,0.715665404,0.842570518,3.751919347,-0.600488975,3.877655985,63.19,216.1068643,0.000416667,7.5,flue,high,medium
6,22.93,14,6,5,1441.96,584.03,373.85,6,-0.18818569,-0.198091197,1.096365354,0.269093121,-1.456832213,-0.433437404,0.008682547,0.580347629,-2.700458522,-0.08882315,-1.483989064,0.81024338,0.981280332,-1.478430472,1.319983943,94.49,216.1068643,0.000347222,3.8,cmv,high,high
5,20.5,5,5.754798762,2,112.24,400.0842112,596.8871092,5,-0.069688798,-0.059697063,0.71076324,4.898023337,-0.355569078,0.603836647,-0.96329098,0.580347629,-1.930489724,-0.332379303,-0.468012795,1.317626497,2.296719629,-1.654936985,2.821470304,65.13,144.38,0.000277778,2.6,cmv,low,medium
6,20.08,17,7,7,1822.45,365.86,859.81,6,1.955400209,0.994442231,1.920336115,0.645189287,8.541812184,-0.785500663,-0.190111641,0.998922252,0.67462629,5.657705802,-0.209206924,-4.116359904,4.158182178,0.954353723,4.379654167,91.23441303,146.08,0.000347222,8.6,cold,medium,medium
2,16.69,12.74115456,4,8,2088.64,0,226.14,2,0.153251774,0.576787658,1.406956043,-0.340279632,0.991061589,0.480314014,0.32647171,0.803918947,2.890890384,-0.636041787,0.981882264,1.443121409,3.775953567,0.667556655,3.937128876,91.23441303,60.41,6.94E-05,2.2,measles,medium,low
4.701657459,21.6,10,40,4,813.11,587.69,703.2,4.701657459,0.514246884,0.272167696,-5.440869268,-0.742354894,0.798453537,0.939254559,0.117302208,0.101754066,0.222868536,2.273839314,0.708704085,1.721531417,14.79317226,-0.469348679,3.724392701,94.25,216.1068643,0.00025706,7,cold,medium,medium
1,18.14,8,6,3,498.46,214.94,453.01,1,0.490189858,-0.522134989,-1.855408803,-0.725561793,0.031882994,0.858396821,0.396638916,0.099250104,-1.461836821,-2.956810918,-0.094107679,0.881711965,3.164082771,-1.515745831,3.516067363,57.41,117.95,0,4.5,flue,low,medium
4,24.12,10,7,4,886.34,452.59,596.8871092,4,-0.069246627,-0.473481585,0.844396284,0.289506963,-0.919820332,-0.414750038,-0.843939492,-0.776551481,-1.452253992,0.657396193,-0.915928949,0.774372208,1.764101346,-0.676170575,2.475438727,80.17,191.45,0.000208333,6.1,cmv,high,medium
5,19.79,12,6,5,1085.12,458.24,937.79,5,0.9621746,0.272167696,-1.149750282,0.018966862,-1.35253992,-0.130087902,-0.01978645,0.580347629,-2.995035189,-1.374869731,-1.418359599,1.428845313,5.331418202,-1.869204298,4.615097892,81.57,113.39,0.000277778,9.4,flue,medium,medium
5,20.42,18,5,7,1951.14,138.38,169.67,5,-0.266618353,-0.34693268,-3.879218141,-0.330024491,396.2485619,0.420846922,-0.775926003,0.672646038,191.7226761,-1.515797706,0.358460055,0.778044346,-1.830091305,-0.150355142,-2.165885957,49.1,133.85,0.000277778,1.7,cold,high,low
3,19.43,15,4,6,1545.44,516.86,596.8871092,3,-1.128493958,-0.234086569,-0.962924793,-1.601057307,1.890880829,2.039162035,0.081904942,-0.049365414,0.859532743,-3.978613346,1.705948247,2.743883417,-1.961779315,3.211894251,-2.223774368,86.95,81.6,0.000138889,5,cold,medium,medium
4.701657459,14.46,8,6,3,563.44,147.57,858.21,4.701657459,0.168075231,-0.157567636,-0.280262307,4.042723152,-3.647107139,-5.059164763,-0.234869941,-0.277453814,0.359620622,0.89483218,-3.122500326,0.513569804,2.221887628,3.546075694,2.68728676,50.05,24.72,0.00025706,8.7,cmv,low,low
3,17,13,8,6,1277.18,103.61,113.69,3,0.136935207,0.114000461,-0.280262307,-0.372878888,0.627907273,0.489846161,-1.198831097,0.598714579,0.621000865,1.639029968,0.594425785,-0.392749495,2.707041248,0.084599373,3.102079853,46.01,54.77,0.000138889,1.1,cmv,low,medium
4.701657459,22.6,14,4,6,1379.38,327.92,679.07,4.701657459,0.09549825,-0.571145609,-0.280262307,-0.341301591,1.047277401,0.485996469,-1.071126871,-1.020598129,1628.808138,1.601601915,1.040792654,-0.572011282,0.5313793,0.744744083,1.202598246,68.47,175.77,0.00025706,6.9,cmv,high,low
6,22.04,17,5.754798762,5.331109763,1861.08,394.06,1117.67,6,-0.547880178,-0.94014542,-3.594272315,0.110425556,0.039464938,2.841915039,-0.038583828,0.580347629,0.321930285,-1.681496341,0.060905818,3.289698017,0.968292133,0.293269361,1.146954174,74.62,202.96,0.000347222,11.2,cold,high,medium
6,19.66,15,5.754798762,6,1484.51,43.24,39.54,6,0.876384742,-1.122080711,-4.170791478,0.068366295,0.774680683,-0.018948641,-0.225392923,0.039159693,1.8828782,3.550119931,0.826315476,0.684867228,4.14777606,1.241037971,4.801929809,38.98,113.03,0.000347222,0.5,cold,medium,low
5,21.27,14,3,5.331109763,1411.39,704.6,298.14,5,-0.242362946,0.035051959,-0.969516916,4.898023337,2.393587778,1.690138075,-2.027705609,0.452093333,2.684665424,-1.462291179,2.292373145,0.564531666,-0.476126777,0.645567471,-0.31045126,105.95,172.24,0.000277778,2.9,covid,medium,medium
4.701657459,18.71,17,6,7,1784.87,139.77,465.02,4.701657459,-0.565909197,0.560272918,-0.280262307,1.713479116,-1.669651292,-2.154153967,-0.146385436,0.977105219,-0.125501229,-3.422260115,-1.453633021,2.792594742,1.305806257,3.211894251,2.205907651,49,87.83,0.00025706,4.7,cold,medium,low
4,19.29,17,5,6,1784.25,502.64,805.17,4,-0.569222702,-0.405621778,0.595831778,-0.377927262,1.522330139,0.567032099,-0.81328203,-0.746471867,2.617429683,-1.187596072,-0.505050826,1.15642197,-0.407960625,1.336808908,-0.021239904,86.7,142.51,0.000208333,7.9,cmv,medium,medium
3,20.14,15,5,7,1585.87,400.0842112,904.45,3,-0.316318303,-1.021409627,0.271525476,4.898023337,8.541812184,0.267098218,-0.01978645,-1.486417199,0.628147549,0.752214725,0.453077426,1.032235251,0.894744114,0.23505965,1.72648034,41.56,119.72,0.000138889,9,covid,medium,low
6,20.32,5,6,3,184.36,400.0842112,682.21,6,1.0544942,0.384117068,-0.280262307,-1.307014186,8.541812184,1.63466731,0.701404928,0.509669476,-0.143397425,3.13389377,0.996796738,-1.213902302,3.607079126,-1.163521993,3.779122416,65.22,135.15,0.000347222,6.8,cmv,low,medium
3,22.02,15,4,6,1599.06,358.45,850.1,3,0.454804736,-0.347143336,2.623557882,-0.61976477,0.322174062,0.756719342,0.221310628,-1.113790501,-0.586830868,2.887522132,0.229634966,-0.162391619,3.650394906,-0.878226087,2.205907651,70.66,135.11,0.000138889,8.5,cmv,high,low
8,16.83,15,4,6,1574.25,495.21,317.56,8,1.035712252,0.272167696,0.808364658,0.289796938,-1.000809153,2.841915039,-0.639229234,4.152810063,-1.633381259,-1.804467225,-1.001007751,0.871868233,5.654192031,3.211894251,4.990695323,85.24,62.5,0.000486111,3.3,flue,low,medium
4,23.19,10,5.754798762,4,752.56,295.41,560.22,4,-1.533159349,-0.226979705,-0.280262307,-0.211538855,1.063459172,0.33421973,-0.464899086,-0.204960778,1.939357333,-5.448182654,1.080626094,5.234340022,0.798149269,1.046730437,1.091964574,64.53,181.69,0.000208333,5.8,not_detected,medium,low
4.701657459,21.68861899,10,5,4,881.59,364.61,776.75,4.701657459,-0.173586147,-960.9923944,1.065391273,-1.778720229,8.541812184,2.125285988,-0.907339952,0.580347629,-2.99424349,1.169865717,0.045406539,1.459944959,2.722886572,-3.344914134,3.851233197,72.33,216.1068643,0.00025706,8,covid,medium,medium
5,20.28,5,6,3,168.6,333.18,1185.31,5,-0.807121716,-0.314159695,-1.941347781,2.244956834,-1.976034376,-2.80547415,-0.438373862,0.18726799,0.310181351,-3.035949409,-1.68219864,1.443121409,-1.424856546,2.038690388,-1.593009802,68.38,114,0.000277778,11.9,cold,low,medium
3,21.68861899,10,7,5,837.83,120.34,1044.57,3,0.006049185,0.272167696,4.211842749,1.286854891,-1.134454954,-1.608294329,-0.30825092,1.010761136,0.173871007,-1.722474746,-0.966111911,1.443121409,-3.108838855,1.166144832,2.205907651,49.18,140.32,0.000138889,10.3,measles,medium,low
4,22.19,10,8,4,858.4,400.0842112,648,4,-2.531245129,-0.227117028,0.298265956,-1.533046507,1.006562415,1.888511629,0.687537298,0.196790556,-0.981158444,-9.568911153,0.788376932,9.48725763,1.753260883,-1.876337163,2.205907651,54.22,142.55,0.000208333,6.5,not_detected,medium,medium
4,23.44,13,9,5,1186,418.64,372.86,4,-1.437571101,-0.505976851,-2.390578541,0.514126878,-1.820490561,-0.75143556,0.294144717,-0.049454183,-2.99866541,-4.965735951,-1.823141787,3.488374891,-3.032206193,-1.46487788,-3.47587432,91.23441303,197.74,0.000208333,3.7,covid,high,high
5,20.45,12.74115456,7,6,1573.55,249.45,585.05,5,-0.347345026,0.085307533,-2.057868649,-1.565899761,1.56970915,1.972113115,0.06928472,0.774712976,0.213119835,-2.096331206,1.374538902,1.16627843,-1.141742406,3.211894251,-1.596758636,91.23441303,141.94,0.000277778,5.7,cold,medium,medium
6,19.53,15,5,6,1473.99,528.7,272.34,6,0.717199177,-1.846491911,-1.946822306,1.122989361,-1.104752609,-1.412636471,0.291656494,-1.942129338,-0.105785491,5.391466753,-0.96371359,-0.324696907,3.279646665,0.855595073,4.448761551,87.59,140.3,0.000347222,2.7,covid,medium,medium
4,18.21,19,7,8,2128.79,90.19,596.8871092,4,0.490585143,0.13056109,2.449244614,-0.463210593,8.541812184,0.672940041,-0.009338266,-0.609429613,2.586801335,2.368263871,1.588770365,-1.703702458,1.107353666,1.247502275,1.477831547,44.59,90.22,0.000208333,2.9,cold,medium,low
2,18.88,11,5,5,900.56,400.0842112,389.97,2,-1.861570804,-0.207198686,0.567128879,0.308256693,-0.310824566,-0.388366993,0.171086908,0.067519665,-0.046033465,-6.982497851,-0.272497094,1.443121409,2.092826945,0.224162463,2.349258976,79.38,108.22,6.94E-05,3.9,not_detected,low,medium
4,20.17,12.74115456,5,5,1023.43,320.9,496.94,4,-1.063618804,-0.126546409,-0.576454328,-0.604617827,1.893215061,0.863968522,0.31475674,0.461856691,2.970619114,-4.458360313,1.883668038,5.2414878,2.32299625,1.372919791,2.205907651,67.85,164.31,0.000208333,5,not_detected,medium,low
7,17.59,18,7,8,1956.27,273.59,1095.11,7,-0.737167044,-0.836810463,-3.491664428,-1.253402463,0.377769571,1.508572837,-0.01978645,-0.169831441,-1.801186548,-2.956810918,0.176620988,2.001170727,14.79317226,-2.162746349,-2.128360004,62.82,130.93,0.000416667,10.9,cold,medium,medium
5,17.29,15,5,6,1516.98,259.77,770.46,5,0.136935207,-0.697665422,-1.385969194,-0.652720802,0.978877214,0.847892806,0.255281988,-0.310249315,0.817172162,-2.596563271,0.914118846,1.443121409,1.180353209,3.211894251,1.439198277,62,58.96,0.000277778,7.8,cold,low,low
5,22.31,10,6,4,886.87,632.22,790.82,5,0.32387135,0.272167696,-0.280262307,-0.576522745,1.565599197,2.841915039,-0.136862139,0.580347629,2.294819741,-2.956810918,1.544242781,2.329055473,3.797334178,3.211894251,2.953427267,99.55,148.62,0.000277778,5.943938462,flue,medium,high
2,17.36,17,4,5.331109763,1865.79,473.24,1133.47,2,0.148561521,1.950516272,0.931923278,-0.147547685,0.071453927,0.179734721,-0.12217268,2.954805248,-0.151479648,-3.463685465,0.049154861,1.545700472,2.445966386,-0.216488172,1.68351815,91.23441303,100.69,6.94E-05,11.3,flue,medium,medium
4.701657459,20.06,11,8,5,892.21,457.64,0,4.701657459,-1.599658493,0.272167696,-1.948949396,2.596959512,-2.471067093,-3.260113163,-0.065990893,-0.429424333,2.890890384,-5.12113201,-2.140627917,5.380260273,14.79317226,2.096824086,2.205907651,81.41,138.25,0.00025706,1.3,not_detected,medium,high
6,22.62,10,5,5,848.05,484.29,1192.16,6,-0.567539567,0.245734869,0.144432867,566.8367179,-0.330907688,-0.694982044,-1.465579253,0.485783434,0.455375767,-2.791038325,-0.248124792,1.732323255,-0.016525681,0.752038262,0.086611834,84.71,162.73,0.000347222,11.8,covid,medium,medium
6,21.69,12,4,5.331109763,1144.6,400.0842112,924.94,6,-1.178573102,-0.131541378,-0.617518028,-2.270440413,1.409000369,2.790376009,0.449444696,0.331339243,-1.636470217,-4.695599673,1.081689628,1.443121409,1.004305445,-2.894251974,0.950957453,64.32,162,0.000347222,9.3,not_detected,medium,low
3,18.14,6,7,4,204.16,219.95,994.03,3,0.36387577,-1.537614022,-2.342130674,0.535070924,-0.426027302,-0.665087005,-0.309766834,-1.318064078,0.174793,3.287803204,-0.353695266,0.600285379,2.611592994,0.549382041,3.569761734,91.23441303,82.56,0.000138889,10,cmv,low,medium
